4 Jahre,Lilienfeld <314>,27
4 Jahre,Melk <315>,50
4 Jahre,Mistelbach <316>,37
4 Jahre,Mödling <317>,87
4 Jahre,Neunkirchen <318>,80
4 Jahre,Sankt Pölten Land <319>,91
4 Jahre,Scheibbs <320>,27
4 Jahre,Tulln <321>,69
4 Jahre,Waidhofen an der Thaya <322>,15
4 Jahre,Wiener Neustadt Land <323>,61
4 Jahre,Wien Umgebung ^<324>,-
4 Jahre,Zwettl <325>,21
4 Jahre,Stadt Linz <401>,231
4 Jahre,Stadt Steyr <402>,39
4 Jahre,Stadt Wels <403>,86
4 Jahre,Braunau <404>,73
4 Jahre,Eferding <405>,22
4 Jahre,Freistadt <406>,34
4 Jahre,Gmunden <407>,73
4 Jahre,Grieskirchen <408>,40
4 Jahre,Kirchdorf <409>,48
4 Jahre,Linz Land <410>,121
4 Jahre,Perg <411>,76
4 Jahre,Ried <412>,65
4 Jahre,Rohrbach <413>,35
4 Jahre,Schärding <414>,42
4 Jahre,Steyr Land <415>,35
4 Jahre,Urfahr Umgebung <416>,51
4 Jahre,Vöcklabruck <417>,126
4 Jahre,Wels Land <418>,52
4 Jahre,Salzburg (Stadt) <501>,167
4 Jahre,Hallein <502>,58
4 Jahre,Salzburg Umgebung <503>,118
4 Jahre,St. Johann im Pongau <504>,47
4 Jahre,Tamsweg <505>,14
4 Jahre,Zell am See <506>,67
4 Jahre,Graz (Stadt) <601>,395
4 Jahre,Bruck an der Mur ^<602>,-
4 Jahre,Bruck-Mürzzuschlag <621>,92
4 Jahre,Deutschlandsberg <603>,33
4 Jahre,Feldbach ^<604>,-
4 Jahre,Fürstenfeld ^<605>,-
4 Jahre,Graz Umgebung <606>,117
4 Jahre,Hartberg ^<607>,-
4 Jahre,Hartberg-Fürstenfeld <622>,54
4 Jahre,Judenburg ^<608>,-
4 Jahre,Knittelfeld ^<609>,-
4 Jahre,Leibnitz <610>,74
4 Jahre,Leoben <611>,61
4 Jahre,Liezen <612>,53
4 Jahre,Murtal <620>,70
4 Jahre,Mürzzuschlag ^<613>,-
4 Jahre,Murau <614>,16
4 Jahre,Radkersburg ^<615>,-
4 Jahre,Südoststeiermark <623>,51
4 Jahre,Voitsberg <616>,38
4 Jahre,Weiz <617>,70
5 Jahre,Eisenstadt (Stadt) <101>,21
5 Jahre,Rust (Stadt) <102>,-
5 Jahre,Eisenstadt Umgebung <103>,18
5 Jahre,Güssing <104>,9
5 Jahre,Jennersdorf <105>,5
5 Jahre,Mattersburg <106>,21
5 Jahre,Neusiedl am See <107>,31
5 Jahre,Oberpullendorf <108>,26
5 Jahre,Oberwart <109>,44
5 Jahre,Klagenfurt (Stadt) <201>,96
5 Jahre,Villach (Stadt) <202>,95
5 Jahre,Feldkirchen <210>,31
5 Jahre,Hermagor <203>,10
5 Jahre,Klagenfurt Land <204>,42
5 Jahre,Sankt Veit an der Glan <205>,33
5 Jahre,Spittal an der Drau <206>,47
5 Jahre,Villach Land <207>,55
5 Jahre,Völkermarkt <208>,38
5 Jahre,Wolfsberg <209>,35
5 Jahre,Krems an der Donau (Stadt) <301>,21
5 Jahre,Sankt Pölten (Stadt) <302>,63
5 Jahre,Waidhofen an der Ybbs (Stadt) <303>,13
5 Jahre,Wiener Neustadt (Stadt) <304>,69
5 Jahre,Amstetten <305>,77
5 Jahre,Baden <306>,152
5 Jahre,Bruck an der Leitha <307>,77
5 Jahre,Gänserndorf <308>,92
5 Jahre,Gmünd <309>,27
5 Jahre,Hollabrunn <310>,24
5 Jahre,Horn <311>,13
5 Jahre,Korneuburg <312>,55
5 Jahre,Krems Land <313>,18
5 Jahre,Lilienfeld <314>,20
5 Jahre,Melk <315>,42
5 Jahre,Mistelbach <316>,63
5 Jahre,Mödling <317>,90
5 Jahre,Neunkirchen <318>,71
5 Jahre,Sankt Pölten Land <319>,103
5 Jahre,Scheibbs <320>,31
5 Jahre,Tulln <321>,75
5 Jahre,Waidhofen an der Thaya <322>,16
5 Jahre,Wiener Neustadt Land <323>,57
5 Jahre,Wien Umgebung ^<324>,-
5 Jahre,Zwettl <325>,29
5 Jahre,Stadt Linz <401>,224
5 Jahre,Stadt Steyr <402>,42
5 Jahre,Stadt Wels <403>,91
5 Jahre,Braunau <404>,86
5 Jahre,Eferding <405>,23
5 Jahre,Freistadt <406>,37
5 Jahre,Gmunden <407>,55
5 Jahre,Grieskirchen <408>,40
5 Jahre,Kirchdorf <409>,29
5 Jahre,Linz Land <410>,132
5 Jahre,Perg <411>,57
5 Jahre,Ried <412>,44
5 Jahre,Rohrbach <413>,28
5 Jahre,Schärding <414>,44
5 Jahre,Steyr Land <415>,41
5 Jahre,Urfahr Umgebung <416>,36
5 Jahre,Vöcklabruck <417>,111
5 Jahre,Wels Land <418>,45
5 Jahre,Salzburg (Stadt) <501>,164
5 Jahre,Hallein <502>,47
5 Jahre,Salzburg Umgebung <503>,129
5 Jahre,St. Johann im Pongau <504>,66
5 Jahre,Tamsweg <505>,7
5 Jahre,Zell am See <506>,61
5 Jahre,Graz (Stadt) <601>,387
5 Jahre,Bruck an der Mur ^<602>,-
5 Jahre,Bruck-Mürzzuschlag <621>,93
5 Jahre,Deutschlandsberg <603>,39
5 Jahre,Feldbach ^<604>,-
5 Jahre,Fürstenfeld ^<605>,-
5 Jahre,Graz Umgebung <606>,102
5 Jahre,Hartberg ^<607>,-
5 Jahre,Hartberg-Fürstenfeld <622>,47
5 Jahre,Judenburg ^<608>,-
5 Jahre,Knittelfeld ^<609>,-
5 Jahre,Leibnitz <610>,70
5 Jahre,Leoben <611>,43
5 Jahre,Liezen <612>,59
5 Jahre,Murtal <620>,76
5 Jahre,Mürzzuschlag ^<613>,-
5 Jahre,Murau <614>,7
5 Jahre,Radkersburg ^<615>,-
5 Jahre,Südoststeiermark <623>,69
5 Jahre,Voitsberg <616>,36
5 Jahre,Weiz <617>,76
6 Jahre,Eisenstadt (Stadt) <101>,16
6 Jahre,Rust (Stadt) <102>,-
6 Jahre,Eisenstadt Umgebung <103>,32
6 Jahre,Güssing <104>,14
6 Jahre,Jennersdorf <105>,9
6 Jahre,Mattersburg <106>,29
6 Jahre,Neusiedl am See <107>,40
6 Jahre,Oberpullendorf <108>,18
6 Jahre,Oberwart <109>,39
6 Jahre,Klagenfurt (Stadt) <201>,63
6 Jahre,Villach (Stadt) <202>,75
6 Jahre,Feldkirchen <210>,30
6 Jahre,Hermagor <203>,14
6 Jahre,Klagenfurt Land <204>,51
6 Jahre,Sankt Veit an der Glan <205>,43
6 Jahre,Spittal an der Drau <206>,49
6 Jahre,Villach Land <207>,47
6 Jahre,Völkermarkt <208>,27
6 Jahre,Wolfsberg <209>,48
6 Jahre,Krems an der Donau (Stadt) <301>,23
6 Jahre,Sankt Pölten (Stadt) <302>,52
6 Jahre,Waidhofen an der Ybbs (Stadt) <303>,9
6 Jahre,Wiener Neustadt (Stadt) <304>,59
6 Jahre,Amstetten <305>,73
6 Jahre,Baden <306>,119
6 Jahre,Bruck an der Leitha <307>,68
6 Jahre,Gänserndorf <308>,78
6 Jahre,Gmünd <309>,15
6 Jahre,Hollabrunn <310>,23
6 Jahre,Horn <311>,15
6 Jahre,Korneuburg <312>,57
6 Jahre,Krems Land <313>,22
6 Jahre,Lilienfeld <314>,17
6 Jahre,Melk <315>,53
6 Jahre,Mistelbach <316>,45
6 Jahre,Mödling <317>,103
6 Jahre,Neunkirchen <318>,70
6 Jahre,Sankt Pölten Land <319>,97
6 Jahre,Scheibbs <320>,29
6 Jahre,Tulln <321>,70
6 Jahre,Waidhofen an der Thaya <322>,14
6 Jahre,Wiener Neustadt Land <323>,59
6 Jahre,Wien Umgebung ^<324>,-
6 Jahre,Zwettl <325>,31
6 Jahre,Stadt Linz <401>,243
6 Jahre,Stadt Steyr <402>,33
6 Jahre,Stadt Wels <403>,74
6 Jahre,Braunau <404>,71
6 Jahre,Eferding <405>,14
6 Jahre,Freistadt <406>,31
6 Jahre,Gmunden <407>,71
6 Jahre,Grieskirchen <408>,41
6 Jahre,Kirchdorf <409>,37
6 Jahre,Linz Land <410>,114
6 Jahre,Perg <411>,62
6 Jahre,Ried <412>,52
6 Jahre,Rohrbach <413>,31
6 Jahre,Schärding <414>,28
6 Jahre,Steyr Land <415>,44
6 Jahre,Urfahr Umgebung <416>,49
6 Jahre,Vöcklabruck <417>,108
6 Jahre,Wels Land <418>,54
6 Jahre,Salzburg (Stadt) <501>,132
6 Jahre,Hallein <502>,49
6 Jahre,Salzburg Umgebung <503>,92
6 Jahre,St. Johann im Pongau <504>,60
6 Jahre,Tamsweg <505>,16
6 Jahre,Zell am See <506>,68
6 Jahre,Graz (Stadt) <601>,335
6 Jahre,Bruck an der Mur ^<602>,-
6 Jahre,Bruck-Mürzzuschlag <621>,69
6 Jahre,Deutschlandsberg <603>,28
6 Jahre,Feldbach ^<604>,-
6 Jahre,Fürstenfeld ^<605>,-
6 Jahre,Graz Umgebung <606>,116
6 Jahre,Hartberg ^<607>,-
6 Jahre,Hartberg-Fürstenfeld <622>,51
6 Jahre,Judenburg ^<608>,-
6 Jahre,Knittelfeld ^<609>,-
6 Jahre,Leibnitz <610>,67
6 Jahre,Leoben <611>,49
6 Jahre,Liezen <612>,52
6 Jahre,Murtal <620>,58
6 Jahre,Mürzzuschlag ^<613>,-
6 Jahre,Murau <614>,21
6 Jahre,Radkersburg ^<615>,-
6 Jahre,Südoststeiermark <623>,45
6 Jahre,Voitsberg <616>,27
6 Jahre,Weiz <617>,62
7 Jahre,Eisenstadt (Stadt) <101>,20
7 Jahre,Rust (Stadt) <102>,-
7 Jahre,Eisenstadt Umgebung <103>,22
7 Jahre,Güssing <104>,11
7 Jahre,Jennersdorf <105>,7
7 Jahre,Mattersburg <106>,17
7 Jahre,Neusiedl am See <107>,40
7 Jahre,Oberpullendorf <108>,16
7 Jahre,Oberwart <109>,37
7 Jahre,Klagenfurt (Stadt) <201>,88
7 Jahre,Villach (Stadt) <202>,55
7 Jahre,Feldkirchen <210>,17
7 Jahre,Hermagor <203>,8
7 Jahre,Klagenfurt Land <204>,43
7 Jahre,Sankt Veit an der Glan <205>,35
7 Jahre,Spittal an der Drau <206>,46
7 Jahre,Villach Land <207>,44
7 Jahre,Völkermarkt <208>,23
7 Jahre,Wolfsberg <209>,35
7 Jahre,Krems an der Donau (Stadt) <301>,18
7 Jahre,Sankt Pölten (Stadt) <302>,57
7 Jahre,Waidhofen an der Ybbs (Stadt) <303>,9
7 Jahre,Wiener Neustadt (Stadt) <304>,42
7 Jahre,Amstetten <305>,89
7 Jahre,Baden <306>,114
7 Jahre,Bruck an der Leitha <307>,69
7 Jahre,Gänserndorf <308>,70
7 Jahre,Gmünd <309>,15
7 Jahre,Hollabrunn <310>,22
7 Jahre,Horn <311>,14
7 Jahre,Korneuburg <312>,48
7 Jahre,Krems Land <313>,22
7 Jahre,Lilienfeld <314>,21
7 Jahre,Melk <315>,42
7 Jahre,Mistelbach <316>,40
7 Jahre,Mödling <317>,65
7 Jahre,Neunkirchen <318>,64
7 Jahre,Sankt Pölten Land <319>,94
7 Jahre,Scheibbs <320>,18
7 Jahre,Tulln <321>,76
7 Jahre,Waidhofen an der Thaya <322>,10
7 Jahre,Wiener Neustadt Land <323>,42
7 Jahre,Wien Umgebung ^<324>,-
7 Jahre,Zwettl <325>,17
7 Jahre,Stadt Linz <401>,208
7 Jahre,Stadt Steyr <402>,25
7 Jahre,Stadt Wels <403>,68
7 Jahre,Braunau <404>,73
7 Jahre,Eferding <405>,30
7 Jahre,Freistadt <406>,27
7 Jahre,Gmunden <407>,63
7 Jahre,Grieskirchen <408>,40
7 Jahre,Kirchdorf <409>,26
7 Jahre,Linz Land <410>,117
7 Jahre,Perg <411>,57
7 Jahre,Ried <412>,41
7 Jahre,Rohrbach <413>,32
7 Jahre,Schärding <414>,34
7 Jahre,Steyr Land <415>,30
7 Jahre,Urfahr Umgebung <416>,53
